OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length
39,8,107,8107,ROUTT,Routt,Routt County,6,25716,23.36,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,10614530972,532136.2569
40,8,53,8053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,4669808238,359599.2011
41,8,123,8123,WELD,Weld,Weld County,87,314288,27.68,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,18041133099,641092.2686
42,8,69,8069,LARIMER,Larimer,Larimer County,45,350424,12.84,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,11869666547,482557.2348
43,8,65,8065,LAKE,Lake,Lake County,0,7766,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,1658108650,213386.2885
44,8,105,8105,RIO GRANDE,Rio Grande,Rio Grande County,0,11213,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,3769075954,271469.1412
45,8,47,8047,GILPIN,Gilpin,Gilpin County,0,6096,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,661227908.6,121354.0504
46,8,125,8125,YUMA,Yuma,Yuma County,1,10037,-1,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,10467950651,420189.2132
47,8,57,8057,JACKSON,Jackson,Jackson County,0,1394,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,7304560869,472651.7462
48,8,63,8063,KIT CARSON,Kit Carson,Kit Carson County,0,7169,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,9363594130,400120.7245
49,8,19,8019,CLEAR CREEK,Clear Creek,Clear Creek County,3,9659,-1,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,1736216264,211108.2631
50,8,75,8075,LOGAN,Logan,Logan County,2,21858,-1,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,8328152552,372747.6825
51,8,121,8121,WASHINGTON,Washington,Washington County,0,4716,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,11143769306,459622.7328
52,8,35,8035,DOUGLAS,Douglas,Douglas County,58,342937,16.92,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,3653484423,276727.9538
53,8,21,8021,CONEJOS,Conejos,Conejos County,0,8151,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,5279802538,331488.6712
54,8,41,8041,EL PASO,El Paso,El Paso County,122,714536,17.08,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,9102643575,401357.0963
55,8,61,8061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,7549913092,424067.8649
56,8,119,8119,TELLER,Teller,Teller County,5,25068,19.95,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,2392495006,233307.5459
57,8,51,8051,GUNNISON,Gunnison,Gunnison County,52,17182,302.8,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,13869269449,669945.2635
58,8,9,8009,BACA,Baca,Baca County,0,3551,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,10491691047,413607.3506
59,8,39,8039,ELBERT,Elbert,Elbert County,3,26243,-1,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,8013602362,412091.4048
60,8,77,8077,MESA,Mesa,Mesa County,5,153628,3.25,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,14355754238,614897.9511
61,8,33,8033,DOLORES,Dolores,Dolores County,0,2050,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,4433037486,377983.2329
62,8,5,8005,ARAPAHOE,Arapahoe,Arapahoe County,88,651513,13.51,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,3523320322,435283.8473
63,8,71,8071,LAS ANIMAS,Las Animas,Las Animas County,0,14529,0,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,19590463047,660024.1504
64,8,49,8049,GRAND,Grand,Grand County,2,15503,-1,5695430,18,1086,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 24, 2020",8064,148,19,36,19.07,8286034229,526946.9187
